control,r_samehh
'549929720143','1'
'549929980143','2'
'550150190142','1'
'550150350142','1'
'550150500142','2'
'550336750143','2'
'550336910143','2'
'550711740147','2'
'550711900147','1'
'550929180146','1'
'550929590146','1'
'551336110149','1'
'551336440140','1'
'551336600149','1'
'551711760144','1'
'551711920144','1'
'551929510143','1'
'552336130146','2'
'552336390146','1'
'552336540146','1'
'552336620146','1'
'552357790147','1'
'552357950147','1'
'552711780141','1'
'552711940141','1'
'552929120140','1'
'552929380140','1'
'553336150143','1'
'553336640143','1'
'553357480144','1'
'553549800142','2'
'553711140147','1'
'553711300147','1'
'553711550147','1'
'553853700148','1'
'553853960148','1'
'554037910146','2'
'554549260148','1'
'554549670148','2'
'554596410149','2'
'554711160144','1'
'554711320144','1'
'554711320441','2'
'554711570144','1'
'554853320342','1'
'554853320748','1'
'554929160243','1'
'554929320649','1'
'555288290144','1'
'555288600144','2'
'555549850145','1'
'555579780142','1'
'555596040143','1'
'555711910141','1'
'555929190140','1'
'555929350140','1'
'555929500140','1'
'556288210141','2'
'556288620141','1'
'556549460142','2'
'556549870142','2'
'556596060140','1'
'556711370147','2'
'556711520147','2'
'556853770148','1'
'556853930148','1'
'557037720146','2'
'557288080147','2'
'557549230148','1'
'557596890149','2'
'557711130144','1'
'557711390144','1'
'557711540144','1'
'558288000144','1'
'558549660145','1'
'558596400146','2'
'558596810146','2'
'558711150141','1'
'558711560141','1'
'558853710142','1'
'558853970142','1'
'559549270142','2'
'559549680142','2'
'559596420143','2'
'559853170148','2'
'559853330148','2'
'559853580148','1'
'559929990149','1'
'560288290147','1'
'560288600147','1'
'560549440148','2'
'560549850148','1'
'560711750144','1'
'560711910144','2'
'560929190143','1'
'560929350143','1'
'561288620144','1'
'561494520144','2'
'561549060242','2'
'561549460145','1'
'561549870145','1'
'561596060143','1'
'561670140141','2'
'561711770141','2'
'561926770145','1'
'561926930145','1'
'561929370140','1'
'561929520140','1'
'562288230141','2'
'562494130141','1'
'562494390141','1'
'562494540141','1'
'562549080348','2'
'562549480142','1'
'562549890142','2'
'562579570148','2'
'562596080140','2'
'562596080249','2'
'562596890340','2'
'562711130147','1'
'562711390147','1'
'562711790247','2'
'562853790148','2'
'562853950148','1'
'562926950142','1'
'563037740146','1'
'563037900146','1'
'563502710149','1'
'563502970149','2'
'563549250148','1'
'563549660148','2'
'563579590145','1'
'563596000246','2'
'563596810149','2'
'563711150144','1'
'563926150148','1'
'563926310148','1'
'563926560148','1'
'564037760143','2'
'564037920143','1'
'564502730146','2'
'564549270145','1'
'564549420245','1'
'564549680145','1'
'564579360142','1'
'564579510142','2'
'564596420146','1'
'564926330145','2'
'564926580145','2'
'565037790149','1'
'565037950149','1'
'565288200141','2'
'565288450241','1'
'565288610141','1'
'565494100141','2'
'565494360141','1'
'565549450142','2'
'565549860142','1'
'565579390148','1'
'565670130247','2'
'565926760142','2'
'565926920142','2'
'566037710146','1'
'566129510243','1'
'566258920141','1'
'566383360144','2'
'566502780149','2'
'566502940149','1'
'566579150145','1'
'566579310145','2'
'566579560145','2'
'566596070246','1'
'566596470149','2'
'566596880149','2'
'566778760145','1'
'566778920145','1'
'566926120148','1'
'566926530148','1'
'567037990143','1'
'567258120147','1'
'567258380147','2'
'567258530147','1'
'567383120141','2'
'567383380141','2'
'567502960146','2'
'567549490245','1'
'567549650145','1'
'567550780148','1'
'567550940148','2'
'567579170142','2'
'567579580142','1'
'567596490146','1'
'567596800146','1'
'567778780142','2'
'567778940142','1'
'567926550145','2'
'568037190149','1'
'568037350149','1'
'568037500149','1'
'568037750140','2'
'568037750249','1'
'568037910140','2'
'568129700149','2'
'568129960149','1'
'568258550144','2'
'568258700244','2'
'568258700541','1'
'568258700947','2'
'568288010141','1'
'568502720143','1'
'568549260142','1'
'568549670142','2'
'568550700442','2'
'568550700848','2'
'568550960145','1'
'568583700343','2'
'568583700640','1'
'568583700749','1'
'568596820143','1'
'568778140148','1'
'568778300148','1'
'568778550148','1'
'568926320142','1'
'569037370146','1'
'569129980146','1'
'569258160141','2'
'569258320141','1'
'569258570141','2'
'569502180149','1'
'569502340149','2'
'569502590149','2'
'569502740140','1'
'569549030148','1'
'569550980142','1'
'569596280149','1'
'569596430140','1'
'569596690149','1'
'569670770147','1'
'569778160145','1'
'569778320145','2'
'569778570145','1'
'570129180140','2'
'570129590140','2'
'570258740147','2'
'570258900147','1'
'570288200144','2'
'570288450244','1'
'570383740141','2'
'570383900141','2'
'570494100144','1'
'570494360144','1'
'570494510144','1'
'570549860145','1'
'570579790142','1'
'570579950142','2'
'570583180146','2'
'570583340146','1'
'570583590146','2'
'570596050143','1'
'570670130141','1'
'570670390141','1'
'570926760145','1'
'570926920145','1'
'571037710149','2'
'571037970149','1'
'571129360246','1'
'571258760144','2'
'571273910144','1'
'571288220141','1'
'571288630141','1'
'571319630243','1'
'571383360147','1'
'571383510147','1'
'571494120141','1'
'571494530141','1'
'571549470142','1'
'571550920342','1'
'571577630144','2'
'571579150148','1'
'571579560148','2'
'571583100143','2'
'571583360143','1'
'571583510143','2'
'571583920243','2'
'571596070140','1'
'571778760148','1'
'571846880145','1'
'571926780142','2'
'571926940142','2'
'572238110140','1'
'572238370140','1'
'572238520140','1'
'572258780141','1'
'572258940141','1'
'572273770141','1'
'572273930141','2'
'572288650247','2'
'572383120144','1'
'572383380144','1'
'572383530144','2'
'572500940145','1'
'572502700149','2'
'572502960149','2'
'572549240148','2'
'572549650148','2'
'572577240141','1'
'572577650141','1'
'572579170145','2'
'572579330145','1'
'572579580145','2'
'572583120140','2'
'572583380140','2'
'572583530140','2'
'572596490149','1'
'572596800149','2'
'572778780145','1'
'572778940145','1'
'572822200144','2'
'572822610144','2'
'572822860244','1'
'572846490142','1'
'572926300148','1'
'573037750143','1'
'573037910143','1'
'573258550147','1'
'573273130147','1'
'573273540147','2'
'573281790148','2'
'573281950148','1'
'573288010144','1'
'573319410149','2'
'573319820149','1'
'573383140141','2'
'573383550141','1'
'573500960142','1'
'573502720146','2'
'573502980146','1'
'573549260145','1'
'573549670145','1'
'573549820245','1'
'573550700148','1'
'573550960148','2'
'573577010147','1'
'573579190142','1'
'573579350142','2'
'573579500142','1'
'573596410146','2'
'573596820146','1'
'573778700142','1'
'573778960142','1'
'573822140141','1'
'573822550141','1'
'573846260148','2'
'573846410248','2'
'573926160145','1'
'573926320145','1'
'574037110149','1'
'574037370149','2'
'574037520149','2'
'574037770140','1'
'574129980149','1'
'574238150243','1'
'574258320144','1'
'574258570144','2'
'574273310144','1'
'574273560144','2'
'574281970145','1'
'574288030141','1'
'574319030243','2'
'574319430146','1'
'574319840146','2'
'574500160148','2'
'574500320148','2'
'574500570148','1'
'574502740143','2'
'574549690142','1'
'574550720145','1'
'574550980145','1'
'574577030144','1'
'574596430143','1'
'574596840143','2'
'574778160148','1'
'574778320148','2'
'574778570148','2'
'574846430245','1'
'574846690145','2'
'574926180142','1'
'574926340142','1'
'574926590142','1'
'574954720149','1'
'575037700146','2'
'575037960146','2'
'575150200348','1'
'575150200645','2'
'575238180140','1'
'575238340140','2'
'575238590140','1'
'575258750141','1'
'575258910141','1'
'575273740141','1'
'575273900141','1'
'575319060140','2'
'575319060249','2'
'575336050149','1'
'575336120140','1'
'575336200249','1'
'575336200546','2'
'575357200447','1'
'575357450141','1'
'575383190144','1'
'575383350144','1'
'575500750145','2'
'575502930149','1'
'575577210141','2'
'575579140145','1'
'575579300145','1'
'575579550145','1'
'575583190140','2'
'575583350140','2'
'575778750145','1'
'575778910145','2'
'575822190144','1'
'575822500144','1'
'575822750244','2'
'575846870142','2'
'575926110148','1'
'575926370148','1'
'575926520148','2'
'575954750343','2'
'576037720143','2'
'576037980143','2'
'576086740144','2'
'576086900144','1'
'576150300345','2'
'576150700148','2'
'576150960148','2'
'576258110147','1'
'576258370147','1'
'576258520147','1'
'576273100147','1'
'576273360147','1'
'576273510147','1'
'576281760148','1'
'576319890149','1'
'576336070146','1'
'576336300246','2'
'576357300147','1'
'576357550147','1'
'576357700247','2'
'576383110141','1'
'576383370141','2'
'576383520141','1'
'576452470143','1'
'576452960143','1'
'576486120141','2'
'576486380141','1'
'576486530141','1'
'576494540244','2'
'576500850142','1'
'576502540343','2'
'576502790146','1'
'576502950146','1'
'576550770148','1'
'576579160142','1'
'576579570142','2'
'576594550142','2'
'576778770142','1'
'576822290141','2'
'576822600141','1'
'576846230148','1'
'576846480248','2'
'576846640148','2'
'576903780142','1'
'576903940142','1'
'576926130145','2'
'576926390145','1'
'576926540145','2'
'576954040140','1'
'576954600240','1'
'576963910140','1'
'577037180149','1'
'577037340149','2'
'577037590149','1'
'577037740140','1'
'577037900140','1'
'577053320143','2'
'577053570143','1'
'577086920141','1'
'577129790149','1'
'577129950149','2'
'577150980145','1'
'577200190142','1'
'577200350142','1'
'577200500142','1'
'577258130144','1'
'577258390144','1'
'577258540144','2'
'577273380144','1'
'577273530144','1'
'577281780145','1'
'577281940145','1'
'577319400146','1'
'577357160144','2'
'577357320144','1'
'577357570144','1'
'577379800144','1'
'577384550346','1'
'577384700149','2'
'577384960149','2'
'577452240149','1'
'577452650149','2'
'577452800140','1'
'577482100140','2'
'577482510140','1'
'577486550247','2'
'577493770147','2'
'577493930147','1'
'577500210148','1'
'577502710143','1'
'577502970143','1'
'577550950145','1'
'577577000144','2'
'577577250244','2'
'577589110141','2'
'577589370141','1'
'577594650248','1'
'577778130148','1'
'577778390148','2'
'577778540148','1'
'577788910143','1'
'577822060147','1'
'577846250145','2'
'577846660145','2'
'577873770142','1'
'577903140148','1'
'577926310142','1'
'577926560142','2'
'577941500149','1'
'577941750140','2'
'577941910140','1'
'577954460149','2'
'577954950149','1'
'577963110146','1'
'577963520146','1'
'577987570242','2'
'578005170141','1'
'578005330141','2'
'578005580141','1'
'578005990241','1'
'578037100146','1'
'578037360146','1'
'578045940145','2'
'578053010149','2'
'578053340140','2'
'578053590140','2'
'578086120147','1'
'578086530147','1'
'578129710146','1'
'578129970146','1'
'578141980142','2'
'578150410142','1'
'578150740142','1'
'578150820142','2'
'578185410147','1'
'578185820147','2'
'578196700147','1'
'578206130146','1'
'578206390146','1'
'578206390443','2'
'578242390245','1'
'578242390542','2'
'578258150141','2'
'578258310141','1'
'578258560141','1'
'578267950147','2'
'578273140141','2'
'578273550141','1'
'578281700142','1'
'578281960142','2'
'578319420143','1'
'578319830143','1'
'578321300146','2'
'578321550146','1'
'578357820241','2'
'578358930147','2'
'578379740141','2'
'578379820141','1'
'578384720146','1'
'578384980146','2'
'578452260146','2'
'578452340146','2'
'578452670146','1'
'578493950144','2'
'578500230145','1'
'578500640145','1'
'578502170149','1'
'578502330149','1'
'578502580149','1'
'578502730140','1'
'578502990140','1'
'578515730142','2'
'578515990142','2'
'578550710142','2'
'578550970142','1'
'578558950142','1'
'578594010145','2'
'578597160141','1'
'578597320141','1'
'578597570141','1'
'578638620141','2'
'578670760147','1'
'578670920147','1'
'578751780148','2'
'578751940148','1'
'578778150145','1'
'578778560145','1'
'578788110149','2'
'578788770140','2'
'578822080144','1'
'578828790149','2'
'578828950149','1'
'578846270142','2'
'578846680142','1'
'578873130148','1'
'578873390148','1'
'578873540148','2'
'578880390344','2'
'578880790147','1'
'578880950147','2'
'578903160145','2'
'578903320145','1'
'578903570145','1'
'578941110146','1'
'578941520146','1'
'578954480146','2'
'578954890146','2'
'578963130143','1'
'578963390143','1'
'579015790147','1'
'579037120143','1'
'579037380143','1'
'579037530143','2'
'579045700142','2'
'579045960142','2'
'579053030146','2'
'579086300144','2'
'579086550144','2'
'579129730143','1'
'579129990143','1'
'579141180148','2'
'579141340148','2'
'579141590148','2'
'579150510148','1'
'579185840144','1'
'579196980144','2'
'579206310143','1'
'579238320346','2'
'579238720149','2'
'579238980149','2'
'579261720149','2'
'579261980149','2'
'579267710144','2'
'579267970144','2'
'579269310143','2'
'579269560143','1'
'579273320247','2'
'579273320544','1'
'579281320148','1'
'579281320445','1'
'579281570148','1'
'579319290149','1'
'579319600149','1'
'579319850140','1'
'579321320143','1'
'579321570143','1'
'579336920149','1'
'579357030147','2'
'579358950144','1'
'579379280147','1'
'579379690147','2'
'579384740143','2'
'579384900143','2'
'579389710149','2'
'579389970149','1'
'579452280143','1'
'579482550243','1'
'579493710141','2'
'579493970141','1'
'579494750147','2'
'579494910147','2'
'579500250142','1'
'579500660142','1'
'579502190146','1'
'579502500146','1'
'579515190148','1'
'579515500148','2'
